When_,Which_of_the_following_challeng,Which_of_the_following_challe_1,Which_of_the_following_challe_2,Which_of_the_following_challe_3,Which_of_the_following_challe_4,Which_of_the_following_challe_5,Do_you_like_being_engaged_throu,Do_you_like_being_engaged_thr_1,Do_you_like_being_engaged_thr_2,What_neighborhood_do_you_live_i,What_neighborhood_do_you_live_1,Age___value,Gender___value,Education___value,Country_of_Origin,Preferred_Language,Annual_Income___value,Ballot,Locale,FID
2018-02-07T20:44:59.000Z,-1,0,1,0,0,1,1,0,0,Sedgwick,,43 - 60,Male,Bachelors Degree,,,"$75,000 - $99,999",,en,523
2018-02-09T13:28:06.000Z,1,0,0,0,1,0,0,1,0,Northside,,> 60,Female,Associates Degree,,English,"$25,000 - $34,999",,en,524
2018-02-07T18:12:47.000Z,1,0,-1,0,0,1,1,0,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,525
2018-02-02T14:28:24.000Z,0,0,0,1,1,0,1,0,0,South Campus,,19 - 42,Male,Bachelors Degree,,,,,en,526
2018-01-31T22:59:23.000Z,1,0,0,1,0,0,1,0,0,Court Woodlawn,,43 - 60,Female,Bachelors Degree,,,,,en,527
2018-02-20T15:54:52.000Z,0,1,0,1,0,0,0,0,0,Westcott,,19 - 42,Female,Less than high school,,,"$10,000 - $14,999",,en,528
2018-01-31T23:27:37.000Z,1,0,0,0,1,0,0,1,0,I live outside of the City,,43 - 60,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,529
2018-02-08T17:10:16.000Z,0,1,0,1,0,0,0,1,0,Westcott,,19 - 42,Female,Bachelors Degree,,,"Less than $10,000",,en,530
2018-02-20T15:57:01.000Z,1,1,0,-1,0,0,0,0,0,South Valley,,> 60,Male,Associates Degree,Usa,Klingon,"$15,000 - $24,999",,en,531
2018-02-10T17:07:00.000Z,1,0,0,0,0,1,1,0,0,Hawley Green,,19 - 42,Female,Graduate or Professional Degree,,,,,en,532
2018-02-09T20:28:35.000Z,0,0,0,0,0,1,1,0,0,Outer Comstock,,19 - 42,Female,Bachelors Degree,,,,,en,533
2018-02-12T22:23:19.000Z,-1,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,534
2018-02-07T22:38:03.000Z,0,1,0,0,1,0,1,0,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,USA,,"$75,000 - $99,999",,en,535
2018-02-01T03:13:47.000Z,1,1,-1,0,0,0,1,0,0,Meadowbrook,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,536
2018-02-08T15:45:30.000Z,0,0,-1,1,1,0,0,1,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,,,en,537
2018-02-14T16:35:18.000Z,0,0,0,0,0,1,0,1,0,I live outside of the City,,> 60,Female,Bachelors Degree,US,English,"$35,000 - $49,999",,en,538
2018-02-08T16:45:00.000Z,0,0,1,0,1,-1,1,0,0,Sedgwick,,43 - 60,Female,Bachelors Degree,,,"$200,000 or more",,en,539
2018-01-31T23:41:25.000Z,0,0,1,0,1,-1,0,1,0,Northside,,< 18,Female,Less than high school,,,,,en,540
2018-02-07T18:56:56.000Z,1,0,0,1,0,0,1,0,0,Meadowbrook,,> 60,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,541
2018-02-02T14:26:09.000Z,-1,0,0,1,0,1,1,0,0,South Campus,,19 - 42,Female,Some College,USA,English,"Less than $10,000",,en,542
2018-01-31T18:30:13.000Z,0,0,1,0,0,0,1,0,0,Northside,,43 - 60,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,543
2018-01-31T18:03:56.000Z,0,1,0,0,0,1,1,0,0,Far Westside,,< 18,Female,High School or GED,,,,,en,544
2018-02-13T23:32:48.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,,,en,545
2018-02-02T14:26:56.000Z,1,0,-1,1,0,0,1,0,0,Other,,19 - 42,Male,Some College,,,"Less than $10,000",,en,546
2018-02-08T15:29:19.000Z,0,0,1,0,1,0,1,0,0,Eastwood,,> 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,547
2018-02-13T15:20:10.000Z,1,0,0,0,1,0,0,0,1,I live outside of the City,,> 60,Female,Graduate or Professional Degree,USA,English,"$35,000 - $49,999",,en,548
2018-01-31T18:26:50.000Z,1,0,0,0,1,0,1,0,0,South Valley,,< 18,Female,High School or GED,,,,,en,549
2018-02-20T16:08:42.000Z,1,0,1,0,0,0,0,0,0,South Valley,,> 60,Female,Associates Degree,Usa,English,"$15,000 - $24,999",,en,550
2018-02-20T16:32:06.000Z,0,1,0,1,0,0,0,0,0,Brighton,,43 - 60,Male,High School or GED,,,"Less than $10,000",,en,551
2018-02-20T15:34:21.000Z,0,0,1,0,0,1,0,0,0,University Hill,,< 18,Female,Less than high school,,,,,en,552
2018-02-20T15:25:55.000Z,1,0,1,0,0,-1,0,0,0,Downtown,,19 - 42,Male,High School or GED,,,"Less than $10,000",,en,553
2018-02-16T03:21:51.000Z,1,0,-1,1,0,0,1,0,0,Northside,,43 - 60,Male,Some College,,,"$35,000 - $49,999",,en,554
2018-02-20T16:14:42.000Z,1,0,0,0,1,0,0,0,0,Southside,,< 18,Female,Less than high school,,,,,en,555
2018-02-20T15:38:48.000Z,1,0,0,1,0,0,0,0,0,Westcott,,43 - 60,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,556
2018-02-09T04:35:05.000Z,0,1,1,0,-1,0,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,557
2018-02-07T15:37:46.000Z,1,0,-1,1,0,0,0,0,1,Eastwood,,19 - 42,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,558
2018-02-20T15:44:47.000Z,-1,1,0,1,0,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,559
2018-02-13T04:33:35.000Z,0,1,0,0,0,1,1,0,0,Westcott,,43 - 60,Male,Some College,,,"$25,000 - $34,999",,en,560
2018-02-01T17:54:58.000Z,0,1,0,1,0,0,1,0,0,I live outside of the City,,19 - 42,Male,Graduate or Professional Degree,U.S.A.,English,"$50,000 - $74,999",,en,561
2018-02-20T15:27:49.000Z,0,1,0,-1,1,0,0,0,0,Far Westside,,19 - 42,Male,High School or GED,,,"$10,000 - $14,999",,en,562
2018-02-20T15:20:21.000Z,0,1,-1,1,0,0,0,0,0,Northside,,19 - 42,Male,Bachelors Degree,usa,English,"$15,000 - $24,999",,en,563
2018-02-09T20:30:01.000Z,0,0,0,1,0,1,1,0,0,Lincoln Hill,,19 - 42,Female,Some College,,,"Less than $10,000",,en,564
2018-02-13T23:23:09.000Z,0,0,1,0,-1,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,565
2018-02-02T14:26:41.000Z,1,-1,0,0,1,0,1,0,0,University Hill,,19 - 42,Male,Some College,United States,English,,,en,566
2018-02-20T15:21:25.000Z,1,1,0,0,0,0,0,0,0,Court Woodlawn,,43 - 60,Male,Some College,USA,English,"$25,000 - $34,999",,en,567
2018-01-31T18:20:23.000Z,0,0,1,0,1,0,1,0,0,Far Westside,,< 18,Male,High School or GED,America,English,"$15,000 - $24,999",,en,568
2018-02-14T22:39:02.000Z,0,0,0,0,0,1,0,1,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,US,English,,,en,569
2018-02-09T02:04:32.000Z,1,-1,0,0,1,0,1,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,,,,,en,570
2018-02-05T13:28:55.000Z,0,0,0,1,1,0,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,571
2018-02-20T16:23:27.000Z,-1,1,0,1,0,0,0,0,0,South Valley,,> 60,Female,Some College,,,,,en,572
2018-02-16T00:59:59.000Z,0,0,0,1,1,0,1,0,0,Tipp Hill,,19 - 42,Male,Some College,,,"$50,000 - $74,999",,en,573
2018-02-12T14:49:30.000Z,1,0,0,0,1,0,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,USA,This one works,"$75,000 - $99,999",,en,574
2018-02-02T13:39:40.000Z,1,0,-1,0,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Bachelors Degree,USA,English,"$75,000 - $99,999",,en,575
2018-02-15T02:36:30.000Z,0,0,1,0,0,1,0,1,0,Eastwood,,> 60,Female,Bachelors Degree,,,"$10,000 - $14,999",,en,576
2018-02-15T22:40:26.000Z,0,0,1,0,0,1,1,0,0,I live outside of the City,,19 - 42,Female,Associates Degree,,,"$50,000 - $74,999",,en,577
2018-02-14T23:38:28.000Z,0,0,0,1,-1,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,usa,english,"$75,000 - $99,999",,en,578
2018-02-20T15:32:29.000Z,0,1,-1,1,0,0,0,0,0,Skunk City,,19 - 42,Female,Some College,Puerto Rico,Spanish,"Less than $10,000",,en,579
2018-02-14T09:09:58.000Z,0,1,0,1,0,0,1,0,0,Eastwood,,> 60,Female,Some College,United States,English,"$15,000 - $24,999",,en,580
2018-02-08T16:55:26.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Bachelors Degree,USA,English,"$100,000 - $149,999",,en,581
2018-01-31T23:15:20.000Z,-1,1,0,0,1,0,1,0,0,Outer Comstock,,19 - 42,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,582
2018-02-08T20:10:45.000Z,1,0,1,-1,0,0,1,0,0,Meadowbrook,,43 - 60,Female,Graduate or Professional Degree,United States of america,English,"$50,000 - $74,999",,en,583
2018-02-20T15:47:29.000Z,1,0,1,0,-1,0,0,0,0,Eastwood,,> 60,Male,Associates Degree,Usa,English,"$35,000 - $49,999",,en,584
2018-02-12T15:45:24.000Z,1,0,0,0,1,-1,1,0,0,Salt Springs,,43 - 60,Female,Bachelors Degree,,,,,en,585
2018-02-04T15:04:03.000Z,0,1,0,0,1,0,1,0,0,Strathmore,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,586
2018-02-09T02:00:34.000Z,0,1,0,0,1,0,1,0,0,Eastwood,,43 - 60,Male,Graduate or Professional Degree,Usa,English,"$50,000 - $74,999",,en,587
2018-02-07T15:40:08.000Z,1,0,0,0,1,-1,0,1,0,Near Westside,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,588
2018-02-07T17:27:27.000Z,1,-1,0,0,1,0,1,0,0,University Neighborhood,,19 - 42,Male,Bachelors Degree,Unit d State,English,"$150,000 - $199,999",,en,589
2018-01-31T17:53:53.000Z,1,1,0,0,0,0,1,0,0,Southwest,,< 18,Male,Less than high school,,,"$15,000 - $24,999",,en,590
2018-02-20T15:20:44.000Z,0,1,1,0,0,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,591
2018-02-08T05:24:20.000Z,1,0,0,0,-1,1,1,0,0,Eastwood,,> 60,Male,Some College,U.S.A.,,"$50,000 - $74,999",,en,592
2018-02-20T16:19:50.000Z,0,1,0,0,1,0,0,0,0,Southside,,19 - 42,Male,High School or GED,,,,,en,593
2018-02-07T17:28:56.000Z,0,1,1,-1,0,0,1,0,0,Elmwood,,> 60,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,594
2018-02-09T00:33:37.000Z,1,1,0,0,0,0,1,0,0,Sedgwick,,43 - 60,Male,Graduate or Professional Degree,,,,,en,595
2018-02-16T02:26:28.000Z,0,0,-1,1,1,0,1,0,0,Brighton,,19 - 42,Female,Graduate or Professional Degree,Haiti,English,"$50,000 - $74,999",,en,596
2018-02-20T16:29:02.000Z,1,1,0,0,0,0,0,0,0,Southside,,> 60,Female,Associates Degree,,,"$15,000 - $24,999",,en,597
2018-02-20T15:30:12.000Z,0,1,1,-1,0,0,0,0,0,Skunk City,,> 60,Female,High School or GED,,,,,en,598
2018-02-07T21:57:25.000Z,1,1,0,0,0,-1,1,0,0,Lakefront,,> 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,599
2018-01-31T23:42:20.000Z,0,0,1,0,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Associates Degree,,,"$50,000 - $74,999",,en,600
2018-02-02T00:05:27.000Z,1,1,0,0,0,-1,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,601
2018-02-07T17:24:23.000Z,0,1,0,0,1,-1,0,1,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,Canada,English,"$75,000 - $99,999",,en,602
2018-02-20T15:51:12.000Z,1,0,1,0,0,0,0,0,0,Westcott,,> 60,Female,High School or GED,,,"$15,000 - $24,999",,en,603
2018-02-08T18:49:30.000Z,1,1,0,0,-1,0,1,0,0,Meadowbrook,,43 - 60,Male,Bachelors Degree,,,"$75,000 - $99,999",,en,604
2018-02-07T16:02:43.000Z,1,0,0,0,1,0,1,0,0,Winkworth,,> 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,605
2018-02-01T21:15:24.000Z,1,0,0,0,1,0,1,0,0,Meadowbrook,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,606
2018-02-20T15:30:05.000Z,0,1,0,0,1,-1,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,607
2018-02-07T22:36:07.000Z,-1,1,0,0,1,0,1,0,0,Sedgwick,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,608
2018-01-31T18:20:29.000Z,1,0,0,0,1,0,1,0,0,Northside,,< 18,Male,High School or GED,America,English,,,en,609
2018-02-12T22:59:01.000Z,0,1,0,0,0,1,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,610
2018-01-31T23:46:13.000Z,1,0,-1,0,0,1,0,1,0,Brighton,,< 18,Male,Less than high school,,,,,en,611
2018-02-02T14:27:15.000Z,1,1,0,0,0,0,1,0,0,Other,,19 - 42,Female,Bachelors Degree,,,"$10,000 - $14,999",,en,612
2018-02-13T12:36:24.000Z,0,1,0,0,0,1,1,0,0,University Neighborhood,,19 - 42,Female,Graduate or Professional Degree,,,,,en,613
2018-02-07T20:58:00.000Z,1,1,0,0,0,0,1,0,0,Lincoln Hill,,> 60,Female,Bachelors Degree,,,,,en,614
2018-02-07T16:01:04.000Z,1,0,1,0,0,0,1,0,0,South Valley,,> 60,Male,Graduate or Professional Degree,,,,,en,615
2018-02-07T20:40:50.000Z,-1,0,1,1,0,0,1,0,0,University Neighborhood,,19 - 42,Female,Graduate or Professional Degree,,,,,en,616
2018-02-07T17:38:51.000Z,0,1,1,0,-1,0,1,0,0,University Neighborhood,,43 - 60,Male,Graduate or Professional Degree,United States of America,English,"$75,000 - $99,999",,en,617
2018-02-08T02:08:42.000Z,0,1,0,1,0,-1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,America,English,"$200,000 or more",,en,618
2018-02-20T16:04:58.000Z,0,1,0,1,0,0,0,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,Usa,,"$25,000 - $34,999",,en,619
2018-01-31T18:00:06.000Z,1,-1,0,1,0,0,1,0,0,Southside,,< 18,Female,Bachelors Degree,,English,"$10,000 - $14,999",,en,620
2018-02-01T02:06:25.000Z,0,0,1,0,1,0,0,1,0,Hawley Green,,19 - 42,Male,Graduate or Professional Degree,United States,English,"$50,000 - $74,999",,en,621
2018-02-02T14:23:25.000Z,0,0,0,1,1,-1,0,1,0,Strathmore,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,622
2018-02-07T17:54:46.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Bachelors Degree,USA,English,"$100,000 - $149,999",,en,623
2018-02-14T19:35:30.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,624
2018-02-15T23:07:37.000Z,1,-1,0,1,0,0,1,0,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,625
2018-02-07T18:12:29.000Z,0,1,0,-1,1,0,1,0,0,Eastwood,,19 - 42,Male,Bachelors Degree,United States,English,"$50,000 - $74,999",,en,626
2018-02-01T18:30:43.000Z,0,1,-1,0,1,0,0,1,0,Lincoln Hill,,19 - 42,Male,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,627
2018-02-08T03:02:25.000Z,0,0,-1,1,0,1,1,0,0,Westcott,,43 - 60,Female,Some College,,,,,en,628
2018-02-20T15:41:48.000Z,0,1,-1,0,1,0,0,0,0,University Hill,,19 - 42,Female,Bachelors Degree,,,"$15,000 - $24,999",,en,629
2018-02-07T20:26:36.000Z,0,1,-1,0,0,1,1,0,0,Meadowbrook,,> 60,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,630
2018-02-07T22:44:57.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,631
2018-02-08T02:29:13.000Z,0,0,0,0,1,1,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,632
2018-02-07T23:13:35.000Z,-1,1,0,0,0,1,1,0,0,Meadowbrook,,> 60,Female,Bachelors Degree,US,English,"$75,000 - $99,999",,en,633
2018-02-09T14:14:54.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,634
2018-02-08T11:55:33.000Z,0,0,0,1,1,0,1,0,0,North Valley,,19 - 42,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,635
2018-02-07T16:09:25.000Z,1,0,0,0,1,0,1,0,0,Skunk City,,19 - 42,Other,High School or GED,,,"$25,000 - $34,999",,en,636
2018-02-20T15:25:23.000Z,0,0,1,-1,1,0,0,0,0,Other,Westvale,> 60,Female,Graduate or Professional Degree,,,,,en,637
2018-01-31T23:17:49.000Z,1,1,0,0,0,-1,1,0,0,North Valley,,19 - 42,Female,Some College,,,,,en,638
2018-02-15T23:07:31.000Z,0,0,1,0,1,0,1,0,0,Eastwood,,19 - 42,Female,Graduate or Professional Degree,,,,,en,639
2018-02-01T22:39:13.000Z,1,0,0,0,1,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,640
2018-02-13T23:09:25.000Z,0,0,0,0,0,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,,,en,641
2018-02-08T20:59:52.000Z,1,0,0,0,1,0,0,1,0,I live outside of the City,,43 - 60,Male,Bachelors Degree,,,,,en,642
2018-02-12T22:58:27.000Z,1,0,1,0,0,0,1,0,0,Near Westside,,19 - 42,Female,Graduate or Professional Degree,US,English,"$50,000 - $74,999",,en,643
2018-01-30T20:09:41.000Z,0,1,0,0,1,-1,1,0,0,Westcott,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,644
2018-02-20T16:00:53.000Z,1,0,1,0,0,0,0,0,0,Eastwood,,> 60,Female,Less than high school,The potholes in the streets,,"Less than $10,000",,en,645
2018-02-20T15:43:43.000Z,1,0,0,1,0,0,0,0,0,Salt Springs,,> 60,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,646
2018-02-20T15:41:47.000Z,0,0,1,1,0,-1,0,0,0,Meadowbrook,,43 - 60,Female,Some College,,,"$35,000 - $49,999",,en,647
2018-02-07T15:44:34.000Z,0,0,0,1,1,-1,1,0,0,Strathmore,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,648
2018-02-15T23:41:17.000Z,0,0,1,0,0,0,0,1,0,University Neighborhood,,43 - 60,Male,Bachelors Degree,,,"$200,000 or more",,en,649
2018-02-20T15:26:27.000Z,1,0,0,1,0,0,0,0,0,Downtown,,43 - 60,Female,Some College,Usa,English,"Less than $10,000",,en,650
2018-02-15T06:55:58.000Z,0,0,0,1,1,0,1,0,0,Far Westside,,< 18,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,651
2018-02-07T19:04:33.000Z,0,1,0,-1,0,1,0,1,0,Westcott,,> 60,Female,Bachelors Degree,US,English,"$50,000 - $74,999",,en,652
2018-02-08T19:32:51.000Z,0,0,0,0,1,1,1,0,0,Northside,,19 - 42,Male,Graduate or Professional Degree,,,,,en,653
2018-01-31T23:26:11.000Z,0,1,-1,0,1,0,1,0,0,Southside,,43 - 60,Male,Some College,,,,,en,654
2018-01-31T23:28:02.000Z,0,0,1,0,1,0,1,0,0,I live outside of the City,,19 - 42,Male,Bachelors Degree,,,"$75,000 - $99,999",,en,655
2018-02-16T02:11:08.000Z,0,0,1,-1,1,0,1,0,0,Strathmore,,19 - 42,Male,Associates Degree,,,"$35,000 - $49,999",,en,656
2018-02-16T16:06:43.000Z,1,0,-1,1,0,0,1,0,0,Eastwood,,19 - 42,Male,Bachelors Degree,,,"$35,000 - $49,999",,en,657
2018-02-14T14:45:27.000Z,1,0,0,0,0,1,1,0,0,University Hill,,43 - 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,658
2018-02-07T19:57:42.000Z,0,0,0,0,1,1,1,0,0,Westcott,,43 - 60,Female,Bachelors Degree,USA,English,"$75,000 - $99,999",,en,659
2018-02-08T21:19:39.000Z,1,1,-1,0,0,0,1,0,0,University Hill,,19 - 42,Female,Some College,,,,,en,660
2018-01-31T23:28:05.000Z,0,1,0,1,0,0,1,0,0,Lakefront,,19 - 42,Female,Bachelors Degree,USA,English,"$35,000 - $49,999",,en,661
2018-02-01T14:25:28.000Z,0,1,0,0,1,0,1,0,0,Franklin Square,,19 - 42,Male,Bachelors Degree,United States,English,"$50,000 - $74,999",,en,662
2018-02-16T11:28:35.000Z,0,1,0,1,0,0,0,0,0,I live outside of the City,,19 - 42,Male,Associates Degree,,,"$150,000 - $199,999",,en,663
2018-01-31T17:30:40.000Z,1,1,0,0,0,0,0,1,0,I live outside of the City,,< 18,Female,High School or GED,,,,,en,664
2018-02-09T00:37:52.000Z,0,1,0,0,0,1,0,0,1,Strathmore,,> 60,Female,Graduate or Professional Degree,,,,,en,665
2018-01-31T23:46:03.000Z,0,1,0,-1,1,0,1,0,0,Sedgwick,,43 - 60,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,666
2018-02-15T22:41:32.000Z,1,0,0,-1,1,0,1,0,0,Eastwood,,19 - 42,Male,Bachelors Degree,US,English,"$50,000 - $74,999",,en,667
2018-02-20T15:36:07.000Z,0,1,0,1,0,0,0,0,0,Hawley Green,,43 - 60,Female,High School or GED,,,"Less than $10,000",,en,668
2018-02-07T21:37:26.000Z,1,0,0,-1,1,0,0,1,0,North Valley,,43 - 60,Female,Associates Degree,USA,English,"$35,000 - $49,999",,en,669
2018-02-20T15:57:18.000Z,1,0,0,0,0,0,0,0,0,Westcott,,43 - 60,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,670
2018-02-20T15:23:30.000Z,0,0,1,1,0,0,0,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,Usa,English,"$50,000 - $74,999",,en,671
2018-02-08T02:14:40.000Z,0,0,1,0,1,0,1,0,0,Westcott,,43 - 60,Female,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,672
2018-02-16T21:15:30.000Z,1,-1,0,1,0,0,0,0,1,Northside,,19 - 42,Male,Bachelors Degree,,,"$35,000 - $49,999",,en,673
2018-02-07T22:43:15.000Z,1,0,0,0,0,1,1,0,0,Franklin Square,,19 - 42,Male,Graduate or Professional Degree,Spain,English/ Spanish,"$50,000 - $74,999",,en,674
2018-02-07T15:54:37.000Z,1,1,0,0,0,0,1,0,0,University Neighborhood,,19 - 42,Female,Bachelors Degree,Russia,English,"$75,000 - $99,999",,en,675
2018-02-20T16:11:48.000Z,0,1,0,0,0,0,0,0,0,Far Westside,,> 60,Female,High School or GED,,,,,en,676
2018-02-20T15:56:44.000Z,1,0,-1,1,0,0,0,0,0,Westcott,,> 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,677
2018-02-20T15:40:00.000Z,0,1,-1,0,1,0,0,0,0,Tipp Hill,,43 - 60,Male,Associates Degree,,,"$15,000 - $24,999",,en,678
2018-02-16T00:33:48.000Z,0,1,0,0,-1,1,0,1,0,Southside,,19 - 42,Male,Some College,,,"$15,000 - $24,999",,en,679
2018-02-16T00:19:28.000Z,1,-1,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Associates Degree,,,"$50,000 - $74,999",,en,680
2018-02-08T19:12:47.000Z,1,1,0,-1,0,0,1,0,0,Winkworth,,43 - 60,Female,Bachelors Degree,,,,,en,681
2018-01-31T23:32:17.000Z,-1,0,1,0,1,0,1,0,0,Eastwood,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,682
2018-02-08T22:54:00.000Z,0,1,0,1,0,0,1,0,0,Sedgwick,,43 - 60,Female,Graduate or Professional Degree,us,English,,,en,683
2018-02-16T20:20:12.000Z,1,0,0,0,1,0,0,1,0,Eastwood,,43 - 60,Female,Associates Degree,,,"$50,000 - $74,999",,en,684
2018-02-14T03:50:06.000Z,0,1,0,0,0,1,0,1,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,685
2018-02-16T02:54:04.000Z,1,0,0,0,0,1,1,0,0,Tipp Hill,,19 - 42,Female,Bachelors Degree,,,"$25,000 - $34,999",,en,686
2018-02-13T02:12:51.000Z,1,0,0,1,-1,0,1,0,0,Meadowbrook,,19 - 42,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,687
2018-02-20T15:44:16.000Z,1,-1,0,0,0,1,0,0,0,Sedgwick,,> 60,Female,Associates Degree,Usa,English,"$150,000 - $199,999",,en,688
2018-02-14T13:06:34.000Z,1,0,0,0,0,1,1,0,0,Tipp Hill,,19 - 42,Female,Graduate or Professional Degree,Usa,English,"$50,000 - $74,999",,en,689
2018-02-20T16:18:50.000Z,0,1,0,1,0,0,0,0,0,Salt Springs,,19 - 42,Female,Associates Degree,,,,,en,690
2018-02-07T17:36:15.000Z,0,1,0,0,1,0,0,0,1,Strathmore,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,691
2018-02-12T17:06:59.000Z,0,1,0,0,1,0,0,1,0,Downtown,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,692
2018-02-20T16:11:37.000Z,0,0,1,1,0,0,0,0,0,Other,library,< 18,Other,Less than high school,,,,,en,693
2018-02-20T16:22:05.000Z,0,1,0,0,1,0,0,0,0,South Valley,,43 - 60,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,694
2018-02-20T16:18:11.000Z,0,0,0,1,1,-1,0,0,0,North Valley,,43 - 60,Female,High School or GED,,,,,en,695
2018-02-13T22:08:56.000Z,0,1,0,0,0,1,1,0,0,Westcott,,19 - 42,Female,Some College,,,"Less than $10,000",,en,696
2018-02-08T02:47:13.000Z,1,0,0,0,0,1,0,1,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,697
2018-02-07T21:34:46.000Z,1,1,0,0,0,0,1,0,0,Brighton,,43 - 60,Female,Some College,,,"$50,000 - $74,999",,en,698
2018-02-08T03:17:22.000Z,0,1,0,0,-1,1,1,0,0,Meadowbrook,,> 60,Female,Graduate or Professional Degree,USA,ENGLISH,"$75,000 - $99,999",,en,699
2018-02-20T15:46:12.000Z,0,1,0,1,-1,0,0,0,0,Westcott,,> 60,Female,Graduate or Professional Degree,,,"$25,000 - $34,999",,en,700
