When_,Which_of_the_following_challeng,Which_of_the_following_challe_1,Which_of_the_following_challe_2,Which_of_the_following_challe_3,Which_of_the_following_challe_4,Which_of_the_following_challe_5,Do_you_like_being_engaged_throu,Do_you_like_being_engaged_thr_1,Do_you_like_being_engaged_thr_2,What_neighborhood_do_you_live_i,What_neighborhood_do_you_live_1,Age___value,Gender___value,Education___value,Country_of_Origin,Preferred_Language,Annual_Income___value,Ballot,Locale,FID
2018-02-12T14:41:11.000Z,1,0,-1,0,1,0,1,0,0,Outer Comstock,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,166
2018-02-10T11:02:25.000Z,0,1,-1,1,0,0,1,0,0,Tipp Hill,,19 - 42,Female,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,167
2018-02-07T17:24:58.000Z,0,1,-1,1,0,0,0,1,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,168
2018-02-07T20:40:47.000Z,0,0,1,1,0,0,1,0,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,USA,English,"$35,000 - $49,999",,en,169
2018-02-20T15:13:02.000Z,0,0,0,1,-1,1,0,0,0,Tipp Hill,,19 - 42,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,170
2018-02-14T03:06:26.000Z,1,0,1,-1,0,0,1,0,0,Sedgwick,,> 60,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,171
2018-02-10T18:17:09.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,19 - 42,Male,Graduate or Professional Degree,US,ENGLISH,"$75,000 - $99,999",,en,172
2018-02-20T15:41:00.000Z,1,1,0,-1,0,0,0,0,0,Northside,,19 - 42,Male,High School or GED,,,"Less than $10,000",,en,173
2018-02-20T16:23:59.000Z,0,0,1,0,1,0,0,0,0,Southside,,> 60,Female,High School or GED,,,,,en,174
2018-02-02T14:55:42.000Z,0,0,1,-1,0,1,0,1,0,Sedgwick,,19 - 42,Other,Less than high school,Khazakstan,Khazakstinian,"$200,000 or more",,en,175
2018-02-20T15:16:31.000Z,-1,1,1,0,0,0,0,0,0,South Valley,,> 60,Female,Bachelors Degree,,,"$75,000 - $99,999",,en,176
2018-02-14T15:03:46.000Z,1,0,0,-1,0,1,1,0,0,I live outside of the City,,> 60,Female,Bachelors Degree,,,,,en,177
2018-02-07T16:58:03.000Z,0,1,0,0,1,-1,1,0,0,Strathmore,,19 - 42,Female,Associates Degree,,,"$50,000 - $74,999",,en,178
2018-02-04T15:49:43.000Z,0,0,0,0,1,1,1,0,0,Westcott,,43 - 60,Male,Graduate or Professional Degree,,,,,en,179
2018-02-07T15:52:40.000Z,1,-1,0,1,0,0,1,0,0,Strathmore,,43 - 60,Male,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,180
2018-02-14T18:48:19.000Z,0,0,0,0,0,1,1,0,0,South Valley,,19 - 42,Female,Bachelors Degree,USA,,"$10,000 - $14,999",,en,181
2018-02-07T21:36:57.000Z,0,1,1,0,0,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,US,english,"$200,000 or more",,en,182
2018-02-20T15:59:14.000Z,-1,1,0,0,0,1,0,0,0,Eastwood,,19 - 42,Female,Graduate or Professional Degree,Usa,English,"$50,000 - $74,999",,en,183
2018-01-31T18:49:21.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Some College,,,,,en,184
2018-02-02T03:25:05.000Z,1,0,0,0,1,0,0,0,1,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,,,en,185
2018-02-07T15:55:24.000Z,0,1,-1,0,0,1,1,0,0,Near Westside,,> 60,Female,Associates Degree,,,"$15,000 - $24,999",,en,186
2018-02-14T14:37:25.000Z,0,1,0,0,0,1,0,1,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,U S,English,"$50,000 - $74,999",,en,187
2018-02-02T20:57:05.000Z,-1,1,0,0,0,1,0,1,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,USA,,"$50,000 - $74,999",,en,188
2018-02-20T16:12:49.000Z,0,1,0,0,1,0,0,0,0,Southwest,,19 - 42,Other,High School or GED,,,,,en,189
2018-02-07T19:13:47.000Z,0,0,0,1,-1,1,1,0,0,Downtown,,43 - 60,Male,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,190
2018-02-20T15:39:21.000Z,0,1,1,0,0,0,0,0,0,Near Westside,,19 - 42,Male,Some College,,,"$25,000 - $34,999",,en,191
2018-02-07T16:29:44.000Z,0,0,1,0,1,0,1,0,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,,,en,192
2018-02-07T17:14:41.000Z,0,0,0,1,0,1,1,0,0,University Neighborhood,,> 60,Female,Bachelors Degree,USA,Eng,"$35,000 - $49,999",,en,193
2018-02-20T15:38:53.000Z,1,0,0,0,0,1,0,0,0,Westcott,,> 60,Male,Graduate or Professional Degree,"Cook County,IL",English,"$75,000 - $99,999",,en,194
2018-02-13T17:18:16.000Z,1,0,0,0,0,1,1,0,0,Strathmore,,> 60,Male,Bachelors Degree,USA,ENGLISH,"$50,000 - $74,999",,en,195
2018-02-04T02:06:38.000Z,0,0,0,1,-1,1,0,1,0,Meadowbrook,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,196
2018-02-07T16:03:10.000Z,0,1,-1,0,1,0,1,0,0,Eastwood,,19 - 42,Male,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,197
2018-02-16T00:03:47.000Z,1,0,1,0,-1,0,1,0,0,Eastwood,,43 - 60,Female,Some College,USA,English,"$35,000 - $49,999",,en,198
2018-02-08T03:17:49.000Z,1,0,1,-1,0,0,1,0,0,Strathmore,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,199
2018-02-20T15:52:01.000Z,0,1,0,1,0,0,0,0,0,Westcott,,19 - 42,Female,Some College,,,"$25,000 - $34,999",,en,200
2018-02-15T23:27:55.000Z,1,0,1,0,0,-1,1,0,0,Court Woodlawn,,43 - 60,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,201
2018-02-14T05:19:54.000Z,1,0,1,-1,0,0,0,1,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,202
2018-02-14T00:25:15.000Z,0,0,0,0,1,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,US,English,"$100,000 - $149,999",,en,203
2018-02-20T15:27:08.000Z,1,0,0,1,0,0,0,0,0,Strathmore,,> 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,204
2018-02-02T19:27:05.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Associates Degree,,,,,en,205
2018-02-07T20:45:24.000Z,1,0,0,0,0,1,0,1,0,I live outside of the City,,19 - 42,Male,Bachelors Degree,,,,,en,206
2018-02-13T01:14:15.000Z,1,1,0,0,-1,0,0,1,0,Far Westside,,43 - 60,Female,Associates Degree,,,"$100,000 - $149,999",,en,207
2018-02-07T15:43:33.000Z,0,0,1,0,1,-1,1,0,0,Meadowbrook,,43 - 60,Male,Bachelors Degree,,,"$200,000 or more",,en,208
2018-02-20T15:52:35.000Z,1,0,0,1,0,0,0,0,0,Westcott,,19 - 42,Female,High School or GED,,,"$15,000 - $24,999",,en,209
2018-02-20T15:40:21.000Z,1,0,0,0,1,-1,0,0,0,Outer Comstock,,> 60,Female,Associates Degree,,,,,en,210
2018-02-02T14:25:10.000Z,0,-1,0,1,1,0,0,1,0,University Hill,,19 - 42,Male,Some College,,,,,en,211
2018-02-14T19:30:53.000Z,1,-1,0,1,0,0,1,0,0,Westcott,,43 - 60,Female,Graduate or Professional Degree,us,eng,"$75,000 - $99,999",,en,212
2018-02-02T13:26:21.000Z,0,-1,1,0,0,1,1,0,0,Westcott,,43 - 60,Female,Graduate or Professional Degree,US,English,"$35,000 - $49,999",,en,213
2018-01-31T18:01:01.000Z,0,0,1,1,0,0,1,0,0,I live outside of the City,,19 - 42,Male,Bachelors Degree,,,,,en,214
2018-02-12T14:12:04.000Z,0,1,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Some College,U.S.,english,"Less than $10,000",,en,215
2018-02-08T00:38:42.000Z,0,-1,0,1,0,1,1,0,0,Other,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,216
2018-02-02T14:07:54.000Z,-1,0,1,0,0,1,1,0,0,Other,,19 - 42,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,217
2018-01-31T23:37:13.000Z,0,0,1,0,0,1,0,0,1,Brighton,,43 - 60,Male,Bachelors Degree,,,,,en,218
2018-02-13T16:26:08.000Z,1,0,0,-1,0,1,1,0,0,Salt Springs,,43 - 60,Other,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,219
2018-02-01T14:25:30.000Z,-1,0,0,0,1,1,1,0,0,Southwest,,43 - 60,Female,Bachelors Degree,,,"$100,000 - $149,999",,en,220
2018-02-20T15:58:26.000Z,1,0,0,1,0,0,0,0,0,South Valley,,> 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,221
2018-02-20T16:27:04.000Z,0,1,1,0,0,-1,0,0,0,Southside,,43 - 60,Female,Some College,,,"$25,000 - $34,999",,en,222
2018-02-08T13:15:44.000Z,0,1,0,0,0,1,1,0,0,Lincoln Hill,,43 - 60,Male,Graduate or Professional Degree,Usa,English,"$200,000 or more",,en,223
2018-02-07T15:42:01.000Z,1,-1,0,1,0,0,1,0,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,224
2018-02-07T18:52:28.000Z,0,0,0,1,1,0,1,0,0,Meadowbrook,,19 - 42,Male,Bachelors Degree,,,,,en,225
2018-02-20T16:02:41.000Z,0,0,1,0,1,-1,0,0,0,South Valley,,< 18,Female,High School or GED,Usa,English,,,en,226
2018-02-08T13:32:21.000Z,0,1,0,0,1,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,US,English,"$50,000 - $74,999",,en,227
2018-01-31T23:38:13.000Z,0,0,1,0,0,1,0,1,0,Eastwood,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,228
2018-02-09T01:46:11.000Z,0,0,-1,1,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,,,en,229
2018-02-07T20:37:23.000Z,0,0,1,0,-1,1,1,0,0,Westcott,,43 - 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,230
2018-01-30T20:10:08.000Z,0,0,1,1,0,-1,1,0,0,Meadowbrook,,19 - 42,Female,Graduate or Professional Degree,,,,,en,231
2018-02-20T16:25:20.000Z,0,1,0,1,0,0,0,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,232
2018-02-07T17:24:55.000Z,1,0,1,0,0,0,1,0,0,Meadowbrook,,43 - 60,Female,Associates Degree,USA,English,"$200,000 or more",,en,233
2018-02-08T15:42:47.000Z,0,1,0,1,0,0,0,0,1,Lincoln Hill,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,234
2018-02-20T15:45:21.000Z,1,0,1,0,0,0,0,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,235
2018-02-15T23:09:51.000Z,0,0,1,0,1,0,0,1,0,Westcott,,43 - 60,Male,Graduate or Professional Degree,,,,,en,236
2018-02-14T12:14:18.000Z,0,0,0,1,0,1,1,0,0,Strathmore,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,237
2018-02-12T17:58:36.000Z,0,1,1,0,0,0,0,1,0,Salt Springs,,19 - 42,Male,Graduate or Professional Degree,,,,,en,238
2018-02-13T23:54:48.000Z,0,0,0,0,0,1,0,0,1,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,,,en,239
2018-02-01T04:49:21.000Z,-1,1,0,0,1,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,240
2018-02-09T17:41:19.000Z,0,0,1,0,1,0,1,0,0,University Neighborhood,,43 - 60,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,241
2018-02-01T16:48:46.000Z,-1,1,0,0,1,0,1,0,0,Franklin Square,,19 - 42,Female,Bachelors Degree,UK,,"$35,000 - $49,999",,en,242
2018-02-07T15:42:18.000Z,1,0,0,1,0,0,0,1,0,University Hill,,> 60,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,243
2018-02-07T17:32:06.000Z,0,1,1,0,0,0,1,0,0,Strathmore,,19 - 42,Female,Bachelors Degree,United States of America,English,"$100,000 - $149,999",,en,244
2018-02-13T12:22:59.000Z,0,1,0,0,0,1,0,1,0,Northside,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,245
2018-02-13T23:31:50.000Z,0,1,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,246
2018-01-31T23:51:13.000Z,1,1,0,0,0,-1,0,1,0,Downtown,,43 - 60,Female,Associates Degree,,,"$75,000 - $99,999",,en,247
2018-02-13T23:12:07.000Z,0,0,0,1,0,1,1,0,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,,,,,en,248
2018-02-07T15:47:02.000Z,1,0,0,1,0,-1,0,1,0,Salt Springs,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,249
2018-02-20T16:05:41.000Z,0,-1,1,0,1,0,0,0,0,South Valley,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,250
2018-02-16T14:06:41.000Z,0,0,0,0,1,1,1,0,0,I live outside of the City,,> 60,Female,Bachelors Degree,US,English,"$50,000 - $74,999",,en,251
2018-01-31T23:09:55.000Z,0,1,1,0,0,-1,1,0,0,Skunk City,,43 - 60,Female,High School or GED,,,"$25,000 - $34,999",,en,252
2018-02-08T00:48:53.000Z,1,1,-1,0,0,0,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,,,en,253
2018-01-31T20:25:31.000Z,1,1,-1,0,0,0,1,0,0,Brighton,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,254
2018-02-20T15:19:05.000Z,0,0,1,-1,1,0,0,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,255
2018-01-31T23:35:38.000Z,0,1,1,-1,0,0,1,0,0,Salt Springs,,19 - 42,Male,Some College,United States,English,"$35,000 - $49,999",,en,256
2018-02-13T22:43:37.000Z,0,1,-1,1,0,0,0,0,1,Tipp Hill,,> 60,Male,Graduate or Professional Degree,,English,"$35,000 - $49,999",,en,257
2018-02-20T15:52:03.000Z,0,0,1,0,0,1,0,0,0,South Valley,,43 - 60,Male,Associates Degree,,,"$75,000 - $99,999",,en,258
2018-02-20T16:19:20.000Z,0,1,1,0,0,-1,0,0,0,Southside,,19 - 42,Female,Some College,,,,,en,259
2018-02-07T19:18:41.000Z,-1,0,1,0,1,0,0,1,0,South Valley,,43 - 60,Male,Graduate or Professional Degree,usa,english,"$50,000 - $74,999",,en,260
2018-02-08T22:01:21.000Z,1,1,0,0,0,0,0,1,0,Southside,,19 - 42,Female,Bachelors Degree,,,,,en,261
2018-02-14T03:51:58.000Z,0,1,0,0,-1,1,1,0,0,I live outside of the City,,> 60,Female,Bachelors Degree,Canada,English,"$35,000 - $49,999",,en,262
2018-02-10T17:40:14.000Z,1,0,-1,1,0,0,0,1,0,Westcott,,> 60,Female,Graduate or Professional Degree,US,Eng,"$100,000 - $149,999",,en,263
2018-02-08T20:48:14.000Z,0,1,0,0,0,1,1,0,0,Westcott,,> 60,Female,Some College,United States,English,"Less than $10,000",,en,264
2018-02-20T15:16:41.000Z,0,0,0,1,1,0,0,0,0,Sedgwick,,43 - 60,Female,Graduate or Professional Degree,USA,English,,,en,265
2018-02-20T16:35:18.000Z,1,0,1,0,-1,0,0,0,0,Eastwood,,> 60,Male,Associates Degree,,,"$25,000 - $34,999",,en,266
2018-02-20T16:13:08.000Z,0,0,1,1,0,0,0,0,0,Southwest,,< 18,Female,Less than high school,,,,,en,267
2018-02-15T02:42:40.000Z,0,1,0,0,0,1,1,0,0,Other,far eastside,> 60,Female,Bachelors Degree,,,,,en,268
2018-02-14T03:14:40.000Z,0,0,0,0,1,1,1,0,0,Meadowbrook,,19 - 42,Male,High School or GED,,,"$25,000 - $34,999",,en,269
2018-02-07T21:50:31.000Z,1,0,0,1,-1,0,0,0,0,Eastwood,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,270
2018-02-08T01:49:19.000Z,0,0,1,1,0,0,1,0,0,Other,City Gate (West Onondaga),> 60,Female,Bachelors Degree,,,"$25,000 - $34,999",,en,271
2018-02-07T23:02:35.000Z,1,0,-1,0,0,1,0,0,0,Southside,,> 60,Male,Some College,,,"$15,000 - $24,999",,en,272
2018-02-07T16:01:22.000Z,1,1,0,0,0,0,1,0,0,Eastwood,,43 - 60,Female,Bachelors Degree,USA,English,"$100,000 - $149,999",,en,273
2018-02-01T20:55:22.000Z,1,0,-1,1,0,0,1,0,0,Westcott,,> 60,Female,Graduate or Professional Degree,USA,English,"$15,000 - $24,999",,en,274
2018-02-15T22:08:42.000Z,1,-1,0,0,0,1,1,0,0,Sedgwick,,19 - 42,Male,Bachelors Degree,,,"$75,000 - $99,999",,en,275
2018-02-13T22:19:32.000Z,1,1,-1,0,0,0,1,0,0,Hawley Green,,19 - 42,Female,Bachelors Degree,Argentina,,,,en,276
2018-02-07T16:30:10.000Z,0,0,0,1,0,1,1,0,0,University Hill,,19 - 42,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,277
2018-02-20T16:26:28.000Z,0,1,0,0,1,0,0,0,0,University Hill,,> 60,Female,Some College,,,,,en,278
2018-02-15T21:44:22.000Z,1,-1,0,0,0,1,1,0,0,Strathmore,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,279
2018-01-31T17:52:16.000Z,0,1,0,0,-1,1,1,0,0,Westcott,,< 18,Other,Less than high school,United States,English,,,en,280
2018-02-20T16:10:52.000Z,0,0,1,0,0,0,0,0,0,Other,library,< 18,Other,Less than high school,,,,,en,281
2018-02-10T03:12:21.000Z,1,0,1,0,0,-1,1,0,0,Eastwood,,> 60,Female,Some College,,,"$50,000 - $74,999",,en,282
2018-02-09T21:09:50.000Z,0,1,-1,1,0,0,1,0,0,Other,Sherman Park,19 - 42,Male,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,283
2018-02-07T16:06:22.000Z,0,0,0,1,0,1,0,1,0,University Hill,,43 - 60,Male,Some College,,,,,en,284
2018-02-20T15:24:17.000Z,1,0,0,-1,1,0,0,0,0,Elmwood,,19 - 42,Male,High School or GED,,,"Less than $10,000",,en,285
2018-02-20T16:24:28.000Z,0,1,0,1,0,0,0,0,0,Salt Springs,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,286
2018-02-14T09:09:04.000Z,0,0,0,0,1,1,0,1,0,Westcott,,> 60,Female,Some College,USA,English,"$50,000 - $74,999",,en,287
2018-02-02T15:26:58.000Z,0,1,-1,0,0,1,1,0,0,Southwest,,> 60,Female,Graduate or Professional Degree,,,"Less than $10,000",,en,288
2018-02-07T19:34:26.000Z,0,0,0,1,0,1,1,0,0,Meadowbrook,,19 - 42,Male,Bachelors Degree,,English,"$35,000 - $49,999",,en,289
2018-02-20T16:03:44.000Z,0,0,0,1,-1,1,0,0,0,Meadowbrook,,> 60,Female,Associates Degree,,,,,en,290
2018-02-15T22:23:12.000Z,0,0,1,0,1,-1,1,0,0,Eastwood,,19 - 42,Male,Some College,USA,English,"$50,000 - $74,999",,en,291
2018-02-08T20:57:26.000Z,1,0,0,1,0,0,0,0,1,Eastwood,,19 - 42,Female,Bachelors Degree,USA,English,"$15,000 - $24,999",,en,292
2018-02-06T20:07:42.000Z,0,0,1,-1,1,0,0,0,0,Tipp Hill,,43 - 60,Female,Bachelors Degree,USA,English,"$100,000 - $149,999",,en,293
2018-02-07T17:25:18.000Z,0,-1,1,0,1,0,1,0,0,Sedgwick,,19 - 42,Male,Bachelors Degree,,,,,en,294
2018-02-02T13:07:42.000Z,1,0,-1,0,0,1,1,0,0,Sedgwick,,> 60,Male,Bachelors Degree,,,,,en,295
2018-02-07T21:50:00.000Z,0,1,1,0,0,-1,1,0,0,Strathmore,,19 - 42,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,296
2018-02-07T18:23:13.000Z,1,-1,0,0,0,1,1,0,0,Sedgwick,,43 - 60,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,297
2018-02-20T16:15:15.000Z,0,0,1,0,1,0,0,0,0,Southside,,< 18,Male,Less than high school,,,,,en,298
2018-02-20T16:05:20.000Z,0,1,0,1,0,0,0,0,0,Westcott,,19 - 42,Female,Less than high school,,,"Less than $10,000",,en,299
2018-02-07T18:17:27.000Z,0,1,0,1,0,-1,1,0,0,South Valley,,19 - 42,Female,Graduate or Professional Degree,US,English,"$35,000 - $49,999",,en,300
2018-02-07T21:16:47.000Z,0,0,1,0,-1,1,1,0,0,South Valley,,> 60,Female,Associates Degree,USA,English,"$50,000 - $74,999",,en,301
2018-02-20T15:53:19.000Z,1,1,0,0,0,0,0,0,0,Westcott,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,302
2018-02-14T18:14:44.000Z,0,0,0,0,0,1,0,1,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,303
2018-02-07T17:54:15.000Z,1,0,-1,1,0,0,0,1,0,Westcott,,> 60,Male,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,304
2018-02-07T20:08:12.000Z,1,-1,1,0,0,0,1,0,0,South Valley,,> 60,Male,Graduate or Professional Degree,US,English,"$100,000 - $149,999",,en,305
2018-01-31T17:47:37.000Z,1,0,-1,0,1,0,0,1,0,Meadowbrook,,< 18,Female,Less than high school,Middle east,Arabic,,,en,306
2018-02-20T15:48:18.000Z,1,0,1,0,0,0,0,0,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,307
2018-02-10T01:08:11.000Z,1,0,1,0,0,-1,1,0,0,Near Westside,,19 - 42,Female,Bachelors Degree,,,"Less than $10,000",,en,308
2018-02-12T17:50:34.000Z,1,0,0,0,1,0,1,0,0,Strathmore,,19 - 42,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,309
2018-02-12T13:15:22.000Z,1,0,0,1,0,0,0,1,0,Meadowbrook,,43 - 60,Male,Graduate or Professional Degree,U.S.,English,"$25,000 - $34,999",,en,310
2018-02-20T15:36:16.000Z,-1,0,0,0,1,1,0,0,0,Westcott,,> 60,Male,Some College,Usa,English,"$50,000 - $74,999",,en,311
2018-02-05T16:53:20.000Z,1,0,0,1,0,0,1,0,0,University Neighborhood,,19 - 42,Female,Some College,,,"$35,000 - $49,999",,en,312
2018-02-13T21:51:14.000Z,0,0,0,1,0,1,0,1,0,I live outside of the City,,> 60,Male,Bachelors Degree,,,"$75,000 - $99,999",,en,313
2018-02-08T18:38:25.000Z,0,1,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Associates Degree,,,,,en,314
2018-02-15T00:29:41.000Z,1,0,0,0,0,1,1,0,0,I live outside of the City,,> 60,Male,Bachelors Degree,,,"$25,000 - $34,999",,en,315
2018-01-31T18:25:43.000Z,0,-1,0,0,1,1,0,1,0,Other,,< 18,Female,High School or GED,United States of America,English,"Less than $10,000",,en,316
2018-02-13T21:45:41.000Z,0,1,-1,0,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,317
2018-01-31T23:43:23.000Z,1,0,0,1,0,-1,1,0,0,Park Ave,,19 - 42,Male,Bachelors Degree,USA,English,"$35,000 - $49,999",,en,318
2018-02-15T00:26:02.000Z,0,0,0,1,0,1,1,0,0,Other,,19 - 42,Female,Some College,United States,,"Less than $10,000",,en,319
2018-02-07T16:35:43.000Z,1,0,0,1,-1,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,320
2018-02-14T15:44:42.000Z,0,0,-1,1,0,1,0,1,0,Westcott,,19 - 42,Female,Bachelors Degree,US,English,"$15,000 - $24,999",,en,321
2018-02-20T15:23:34.000Z,0,1,0,0,0,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,322
2018-02-07T15:41:08.000Z,1,1,0,0,0,0,0,1,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,323
2018-02-02T14:01:06.000Z,0,-1,1,0,1,0,1,0,0,Westcott,,19 - 42,Other,Bachelors Degree,,,"Less than $10,000",,en,324
2018-02-15T23:05:45.000Z,1,0,1,0,0,-1,1,0,0,Downtown,,19 - 42,Male,Bachelors Degree,USA,English,"$15,000 - $24,999",,en,325
2018-02-13T22:45:58.000Z,-1,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,326
2018-01-31T23:41:39.000Z,1,0,1,0,0,-1,1,0,0,Northside,,43 - 60,Female,High School or GED,,,"$50,000 - $74,999",,en,327
2018-01-31T17:50:38.000Z,1,1,0,0,0,0,1,0,0,Near Eastside,,< 18,Male,Less than high school,,,,,en,328
2018-02-20T16:22:32.000Z,0,1,0,0,1,-1,0,0,0,Near Eastside,,43 - 60,Male,Bachelors Degree,,,,,en,329
2018-02-07T16:59:11.000Z,1,0,1,0,0,0,1,0,0,Strathmore,,19 - 42,Female,Bachelors Degree,,,"$150,000 - $199,999",,en,330
2018-02-07T16:00:58.000Z,0,1,0,0,0,1,1,0,0,University Hill,,43 - 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,331
2018-02-15T23:44:42.000Z,0,-1,1,0,0,1,1,0,0,Sedgwick,,43 - 60,Male,Bachelors Degree,,,"$35,000 - $49,999",,en,332
2018-02-20T15:51:02.000Z,1,0,0,1,0,0,0,0,0,South Valley,,> 60,Female,Some College,,,"$25,000 - $34,999",,en,333
2018-02-07T17:36:22.000Z,1,0,0,1,0,0,1,0,0,Meadowbrook,,19 - 42,Female,Bachelors Degree,,,,,en,334
2018-02-10T16:05:45.000Z,1,0,1,0,0,-1,1,0,0,Park Ave,,19 - 42,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,335
2018-02-15T02:55:57.000Z,0,0,0,1,0,1,0,1,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,336
2018-01-31T23:47:25.000Z,0,1,0,0,1,0,0,1,0,South Valley,,43 - 60,Female,Graduate or Professional Degree,Puerto Rico,,"$200,000 or more",,en,337
2018-02-20T16:21:23.000Z,0,1,0,0,1,0,0,0,0,Southwest,,43 - 60,Male,Some College,,,,,en,338
2018-02-12T20:27:51.000Z,1,1,0,0,0,0,1,0,0,Tipp Hill,,19 - 42,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,339
2018-02-08T17:35:51.000Z,0,0,0,0,0,1,1,0,0,I live outside of the City,,19 - 42,Female,Associates Degree,,,"$50,000 - $74,999",,en,340
2018-02-14T21:40:28.000Z,1,0,0,0,0,1,1,0,0,Westcott,,> 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,341
2018-02-11T18:21:06.000Z,0,1,1,0,0,0,1,0,0,North Valley,,43 - 60,Female,Some College,,,"$100,000 - $149,999",,en,342
